month
21,449,18,115,17,13,17,19,3,9,17,59,13,7,3,20,17,13,15,2,17,12,19,3,17,64,17,2,3,76,3,2,17,6,10,27,17,9,3,19,17,24,17,65,21,425
21,429,19,124,18,59,7,45,3,9,3,6,3,5,3,34,7,12,3,19,1,35,3,14,3,4,3,18,14,4,9,30,20,10,6,7,3,17,3,17,3,172,21,370
21,460,2,117,8,1,8,30,15,13,8,33,3,16,8,0,17,54,8,34,8,17,8,13,1,13,3,5,8,12,11,16,8,48,8,49,3,16,8,12,3,49,21,432
21,447,3,97,3,5,3,28,3,59,3,16,3,12,3,19,3,56,3,30,3,8,3,27,3,5,12,12,8,1,3,29,3,33,3,22,8,7,3,17,15,28,4,119,21,363
21,461,9,90,3,34,9,1,9,15,9,3,9,42,3,14,10,6,9,2,9,8,9,40,7,6,9,5,11,38,16,34,3,6,9,55,9,17,9,17,3,10,12,50,9,61,21,425
21,497,11,44,3,25,11,11,11,25,11,3,13,31,11,11,11,9,4,35,11,89,11,20,0,41,11,2,1,39,11,58,3,15,11,77,21,408
21,500,11,46,11,6,3,6,0,19,3,10,13,13,3,0,0,18,11,73,6,2,0,13,3,30,0,3,3,7,11,18,11,17,10,49,0,87,3,4,0,9,10,4,0,127,21,379
21,433,17,116,3,73,3,4,3,15,2,15,3,38,3,10,3,11,3,10,3,15,3,8,1,22,3,11,7,15,4,2,3,23,3,14,3,24,3,70,3,9,3,74,21,428
21,462,3,88,3,42,3,12,15,33,3,10,3,8,20,23,3,125,3,5,3,26,20,3,3,24,0,25,3,8,3,17,3,2,6,21,3,23,1,2,3,116,21,365
21,453,3,96,3,6,3,22,3,4,3,19,3,10,3,78,3,17,7,28,3,37,3,21,10,4,3,3,1,37,3,61,3,31,3,30,10,120,21,363
21,453,8,158,8,29,3,2,3,4,8,12,3,3,8,6,18,20,8,23,8,8,8,19,3,59,8,82,0,16,1,4,8,15,0,17,8,114,21,396
21,493,3,83,3,6,3,18,3,44,3,45,3,28,3,6,3,10,3,17,3,27,3,5,3,20,7,59,11,29,19,1,9,13,3,3,3,6,1,3,3,11,3,27,3,110,21,376
21,454,3,199,3,79,3,57,3,36,3,39,3,0,3,4,19,73,5,118,21,381
21,451,3,139,3,21,0,11,3,27,12,18,3,13,3,34,3,5,3,27,9,28,3,13,3,20,3,5,2,27,14,6,3,34,1,30,3,0,3,3,7,6,3,134,21,388
21,505,3,47,3,16,3,6,3,18,3,25,3,56,3,68,3,18,13,22,17,46,3,29,20,22,15,16,16,14,15,0,3,4,3,11,3,2,3,34,3,0,3,51,21,430
21,474,3,103,1,9,3,23,3,5,15,68,3,0,18,62,3,28,3,38,3,1,3,72,12,24,0,4,3,10,3,15,3,22,17,93,21,389
21,492,20,90,17,11,17,35,17,19,3,46,17,46,17,46,3,22,17,13,9,66,3,14,3,13,3,1,1,12,17,7,17,139,21,368
21,467,3,102,12,9,4,4,20,4,3,20,3,3,3,18,13,4,3,52,3,31,3,29,13,28,3,69,3,34,3,1,17,2,12,5,3,24,3,122,21,412
21,439,10,110,3,76,3,2,2,11,9,6,3,24,6,52,3,30,3,16,11,14,3,21,3,13,3,42,3,12,7,15,3,9,3,33,20,20,0,85,21,410
21,428,3,135,3,20,15,16,3,5,3,6,3,2,0,26,3,11,3,0,3,11,3,13,3,58,8,40,3,30,3,17,3,22,3,29,3,24,10,3,3,3,6,37,3,18,3,2,3,64,21,420
21,488,8,54,3,35,3,55,3,29,8,54,8,59,8,6,8,3,8,13,8,1,14,7,10,10,8,10,3,2,14,2,8,30,8,8,8,4,3,5,8,21,8,18,7,163,21,363
21,460,3,84,7,47,3,24,18,5,3,5,3,2,6,66,3,2,3,26,3,45,2,17,3,28,3,50,3,18,3,12,3,2,4,65,3,115,21,367
21,485,3,91,3,21,17,38,3,28,3,66,3,6,3,22,3,8,13,23,3,18,3,31,3,2,3,22,17,1,0,3,3,29,19,4,3,7,17,46,3,5,3,95,21,389
21,481,8,74,18,24,13,48,12,26,8,16,3,6,8,29,8,12,8,2,16,21,8,49,8,0,0,6,8,20,8,21,14,30,6,18,10,29,8,29,20,98,21,401
21,483,20,61,3,25,0,1,17,6,3,34,8,18,18,43,8,8,15,1,8,13,8,15,8,17,8,64,3,20,8,35,8,1,14,37,4,18,8,27,8,2,3,136,21,375
21,499,20,71,8,13,7,12,3,13,1,10,8,24,8,9,3,53,3,14,8,5,3,26,3,40,8,5,8,5,8,23,8,10,8,24,4,5,8,8,18,27,2,10,8,11,8,119,21,404
21,427,1,149,7,8,1,3,3,15,18,21,13,27,16,28,1,18,1,5,1,8,1,52,3,1,1,15,1,9,1,35,1,25,1,3,0,61,1,0,3,7,1,38,3,117,21,368
21,430,3,134,3,36,3,8,3,11,6,18,18,9,3,6,3,2,3,12,10,23,3,43,3,12,3,3,3,6,3,19,3,24,3,48,3,2,7,79,3,9,3,2,17,8,10,93,21,403
21,494,14,66,3,121,3,13,3,32,3,14,3,58,3,8,1,20,3,27,3,197,21,390
21,430,17,119,3,12,9,9,9,1,3,11,3,11,3,141,9,3,3,41,10,23,9,5,3,7,9,7,9,13,3,2,9,22,9,20,9,7,3,9,9,22,9,1,9,116,21,408
21,427,6,114,19,6,6,9,18,18,6,7,6,1,6,8,3,12,3,46,14,17,6,14,7,8,6,45,3,6,6,0,6,10,6,5,6,42,6,6,6,6,3,20,6,33,9,8,13,65,6,7,6,2,6,14,6,67,21,417
21,474,12,87,3,2,11,13,3,7,3,34,10,14,15,11,3,43,3,16,3,109,3,13,3,7,8,8,6,14,3,7,3,15,3,7,3,28,3,17,3,19,3,13,3,121,21,361
