ID,Date,Pointage,Dépointage,POINTEUSE
5,30/10/2019,07:07:00,17:23:00,POTOU-1
5,31/10/2019,07:06:00,17:41:00,POTOU-1
6,02/10/2019,16:55:00,,CHEIKH ANTA DIOP-1
6,04/10/2019,07:36:00,14:28:00,CHEIKH ANTA DIOP-1
6,08/10/2019,07:22:00,16:48:00,CHEIKH ANTA DIOP-1
6,10/10/2019,07:07:00,,CHEIKH ANTA DIOP-1
6,14/10/2019,16:49:00,,CHEIKH ANTA DIOP-1
6,15/10/2019,07:45:00,16:54:00,CHEIKH ANTA DIOP-1
6,16/10/2019,17:18:00,,CHEIKH ANTA DIOP-1
6,18/10/2019,07:12:00,14:15:00,CHEIKH ANTA DIOP-1
6,21/10/2019,07:55:00,16:56:00,CHEIKH ANTA DIOP-1
6,22/10/2019,07:54:00,16:54:00,CHEIKH ANTA DIOP-1
6,23/10/2019,07:09:00,16:48:00,CHEIKH ANTA DIOP-1
6,24/10/2019,07:45:00,16:45:00,CHEIKH ANTA DIOP-1
6,25/10/2019,07:09:00,13:36:00,CHEIKH ANTA DIOP-1
6,28/10/2019,07:43:00,16:58:00,CHEIKH ANTA DIOP-1
6,29/10/2019,07:50:00,16:45:00,CHEIKH ANTA DIOP-1
6,30/10/2019,07:27:00,16:55:00,CHEIKH ANTA DIOP-1
6,31/10/2019,16:58:00,,CHEIKH ANTA DIOP-1
7,01/10/2019,07:47:00,,CHEIKH ANTA DIOP-1
7,02/10/2019,07:43:00,,CHEIKH ANTA DIOP-1
7,03/10/2019,07:52:00,,CHEIKH ANTA DIOP-1
7,04/10/2019,07:41:00,,SACRE COEUR LIB 5-1
7,07/10/2019,07:49:00,,SACRE COEUR LIB 5-1
7,08/10/2019,07:42:00,,SACRE COEUR LIB 5-1
7,09/10/2019,07:49:00,,SACRE COEUR LIB 5-1
7,10/10/2019,07:43:00,,SACRE COEUR LIB 5-1
7,11/10/2019,07:42:00,,CHEIKH ANTA DIOP-1
7,14/10/2019,07:44:00,,SACRE COEUR LIB 5-1
7,15/10/2019,07:50:00,,SACRE COEUR LIB 5-1
7,16/10/2019,18:39:00,,SIEGE SS1 A-1
7,16/10/2019,07:41:00,,SACRE COEUR LIB 5-1
7,18/10/2019,07:37:00,,CHEIKH ANTA DIOP-1
7,21/10/2019,07:47:00,,CHEIKH ANTA DIOP-1
7,22/10/2019,07:44:00,,CHEIKH ANTA DIOP-1
7,23/10/2019,07:37:00,,SACRE COEUR LIB 5-1
7,24/10/2019,07:37:00,,SACRE COEUR LIB 5-1
7,25/10/2019,07:50:00,,SIEGE SBS-1
7,29/10/2019,07:27:00,,SACRE COEUR LIB 5-1
7,30/10/2019,07:42:00,,SIEGE RDC INFIRMERIE-1
7,31/10/2019,07:40:00,,SACRE COEUR LIB 5-1
8,01/10/2019,07:25:00,21:14:00,MBOUR-1
8,02/10/2019,07:23:00,18:32:00,MBOUR-1
8,03/10/2019,07:48:00,18:40:00,MBOUR-1
8,04/10/2019,07:16:00,19:28:00,MBOUR-1
8,07/10/2019,07:36:00,20:56:00,MBOUR-1
8,08/10/2019,07:28:00,19:07:00,MBOUR-1
8,14/10/2019,07:30:00,18:32:00,MBOUR-1
8,15/10/2019,07:35:00,18:07:00,MBOUR-1
8,16/10/2019,07:42:00,17:58:00,MBOUR-1
8,18/10/2019,07:25:00,19:14:00,MBOUR-1
8,21/10/2019,07:44:00,18:16:00,MBOUR-1
